# This file is randomly generated oxygen-18 ratio TS
365
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 245 246 247 248 249 250 251 252 253 254 255 256 257 258 259 260 261 262 263 264 265 266 267 268 269 270 271 272 273 274 275 276 277 278 279 280 281 282 283 284 285 286 287 288 289 290 291 292 293 294 295 296 297 298 299 300 301 302 303 304 305 306 307 308 309 310 311 312 313 314 315 316 317 318 319 320 321 322 323 324 325 326 327 328 329 330 331 332 333 334 335 336 337 338 339 340 341 342 343 344 345 346 347 348 349 350 351 352 353 354 355 356 357 358 359 360 361 362 363 364 365 
10 
1	2	3	4	5	6	7	8	9	10	
-5.963 -5.963 -5.963 -5.963 -5.963 -5.963 -5.963 -5.963 -5.963 -5.963
-5.585 -5.585 -5.585 -5.585 -5.585 -5.585 -5.585 -5.585 -5.585 -5.585
-5.547 -5.547 -5.547 -5.547 -5.547 -5.547 -5.547 -5.547 -5.547 -5.547
-5.876 -5.876 -5.876 -5.876 -5.876 -5.876 -5.876 -5.876 -5.876 -5.876
-5.2 -5.2 -5.2 -5.2 -5.2 -5.2 -5.2 -5.2 -5.2 -5.2
-5.402 -5.402 -5.402 -5.402 -5.402 -5.402 -5.402 -5.402 -5.402 -5.402
-5.261 -5.261 -5.261 -5.261 -5.261 -5.261 -5.261 -5.261 -5.261 -5.261
-5.865 -5.865 -5.865 -5.865 -5.865 -5.865 -5.865 -5.865 -5.865 -5.865
-5.413 -5.413 -5.413 -5.413 -5.413 -5.413 -5.413 -5.413 -5.413 -5.413
-6.002 -6.002 -6.002 -6.002 -6.002 -6.002 -6.002 -6.002 -6.002 -6.002
-5.761 -5.761 -5.761 -5.761 -5.761 -5.761 -5.761 -5.761 -5.761 -5.761
-4.728 -4.728 -4.728 -4.728 -4.728 -4.728 -4.728 -4.728 -4.728 -4.728
-5.423 -5.423 -5.423 -5.423 -5.423 -5.423 -5.423 -5.423 -5.423 -5.423
-5.481 -5.481 -5.481 -5.481 -5.481 -5.481 -5.481 -5.481 -5.481 -5.481
-5.618 -5.618 -5.618 -5.618 -5.618 -5.618 -5.618 -5.618 -5.618 -5.618
-6.082 -6.082 -6.082 -6.082 -6.082 -6.082 -6.082 -6.082 -6.082 -6.082
-7.057 -7.057 -7.057 -7.057 -7.057 -7.057 -7.057 -7.057 -7.057 -7.057
-7.021 -7.021 -7.021 -7.021 -7.021 -7.021 -7.021 -7.021 -7.021 -7.021
-7.282 -7.282 -7.282 -7.282 -7.282 -7.282 -7.282 -7.282 -7.282 -7.282
-6.723 -6.723 -6.723 -6.723 -6.723 -6.723 -6.723 -6.723 -6.723 -6.723
-7.383 -7.383 -7.383 -7.383 -7.383 -7.383 -7.383 -7.383 -7.383 -7.383
-7.261 -7.261 -7.261 -7.261 -7.261 -7.261 -7.261 -7.261 -7.261 -7.261
-7.552 -7.552 -7.552 -7.552 -7.552 -7.552 -7.552 -7.552 -7.552 -7.552
-7.084 -7.084 -7.084 -7.084 -7.084 -7.084 -7.084 -7.084 -7.084 -7.084
-7.934 -7.934 -7.934 -7.934 -7.934 -7.934 -7.934 -7.934 -7.934 -7.934
-7.812 -7.812 -7.812 -7.812 -7.812 -7.812 -7.812 -7.812 -7.812 -7.812
-8.169 -8.169 -8.169 -8.169 -8.169 -8.169 -8.169 -8.169 -8.169 -8.169
-7.264 -7.264 -7.264 -7.264 -7.264 -7.264 -7.264 -7.264 -7.264 -7.264
-7.568 -7.568 -7.568 -7.568 -7.568 -7.568 -7.568 -7.568 -7.568 -7.568
-7.825 -7.825 -7.825 -7.825 -7.825 -7.825 -7.825 -7.825 -7.825 -7.825
-7.656 -7.656 -7.656 -7.656 -7.656 -7.656 -7.656 -7.656 -7.656 -7.656
-7.985 -7.985 -7.985 -7.985 -7.985 -7.985 -7.985 -7.985 -7.985 -7.985
-7.879 -7.879 -7.879 -7.879 -7.879 -7.879 -7.879 -7.879 -7.879 -7.879
-7.873 -7.873 -7.873 -7.873 -7.873 -7.873 -7.873 -7.873 -7.873 -7.873
-7.173 -7.173 -7.173 -7.173 -7.173 -7.173 -7.173 -7.173 -7.173 -7.173
-7.218 -7.218 -7.218 -7.218 -7.218 -7.218 -7.218 -7.218 -7.218 -7.218
-7.19 -7.19 -7.19 -7.19 -7.19 -7.19 -7.19 -7.19 -7.19 -7.19
-7.574 -7.574 -7.574 -7.574 -7.574 -7.574 -7.574 -7.574 -7.574 -7.574
-6.971 -6.971 -6.971 -6.971 -6.971 -6.971 -6.971 -6.971 -6.971 -6.971
-6.449 -6.449 -6.449 -6.449 -6.449 -6.449 -6.449 -6.449 -6.449 -6.449
-6.72 -6.72 -6.72 -6.72 -6.72 -6.72 -6.72 -6.72 -6.72 -6.72
-6.812 -6.812 -6.812 -6.812 -6.812 -6.812 -6.812 -6.812 -6.812 -6.812
-6.379 -6.379 -6.379 -6.379 -6.379 -6.379 -6.379 -6.379 -6.379 -6.379
-6.885 -6.885 -6.885 -6.885 -6.885 -6.885 -6.885 -6.885 -6.885 -6.885
-6.27 -6.27 -6.27 -6.27 -6.27 -6.27 -6.27 -6.27 -6.27 -6.27
-6.77 -6.77 -6.77 -6.77 -6.77 -6.77 -6.77 -6.77 -6.77 -6.77
-6.962 -6.962 -6.962 -6.962 -6.962 -6.962 -6.962 -6.962 -6.962 -6.962
-6.485 -6.485 -6.485 -6.485 -6.485 -6.485 -6.485 -6.485 -6.485 -6.485
-6.352 -6.352 -6.352 -6.352 -6.352 -6.352 -6.352 -6.352 -6.352 -6.352
-5.779 -5.779 -5.779 -5.779 -5.779 -5.779 -5.779 -5.779 -5.779 -5.779
-6.423 -6.423 -6.423 -6.423 -6.423 -6.423 -6.423 -6.423 -6.423 -6.423
-6.417 -6.417 -6.417 -6.417 -6.417 -6.417 -6.417 -6.417 -6.417 -6.417
-6.93 -6.93 -6.93 -6.93 -6.93 -6.93 -6.93 -6.93 -6.93 -6.93
-7.337 -7.337 -7.337 -7.337 -7.337 -7.337 -7.337 -7.337 -7.337 -7.337
-8.076 -8.076 -8.076 -8.076 -8.076 -8.076 -8.076 -8.076 -8.076 -8.076
-7.951 -7.951 -7.951 -7.951 -7.951 -7.951 -7.951 -7.951 -7.951 -7.951
-7.545 -7.545 -7.545 -7.545 -7.545 -7.545 -7.545 -7.545 -7.545 -7.545
-6.92 -6.92 -6.92 -6.92 -6.92 -6.92 -6.92 -6.92 -6.92 -6.92
-7.892 -7.892 -7.892 -7.892 -7.892 -7.892 -7.892 -7.892 -7.892 -7.892
-7.659 -7.659 -7.659 -7.659 -7.659 -7.659 -7.659 -7.659 -7.659 -7.659
-6.939 -6.939 -6.939 -6.939 -6.939 -6.939 -6.939 -6.939 -6.939 -6.939
-7.361 -7.361 -7.361 -7.361 -7.361 -7.361 -7.361 -7.361 -7.361 -7.361
-8.281 -8.281 -8.281 -8.281 -8.281 -8.281 -8.281 -8.281 -8.281 -8.281
-8.434 -8.434 -8.434 -8.434 -8.434 -8.434 -8.434 -8.434 -8.434 -8.434
-8.019 -8.019 -8.019 -8.019 -8.019 -8.019 -8.019 -8.019 -8.019 -8.019
-7.913 -7.913 -7.913 -7.913 -7.913 -7.913 -7.913 -7.913 -7.913 -7.913
-7.942 -7.942 -7.942 -7.942 -7.942 -7.942 -7.942 -7.942 -7.942 -7.942
-7.189 -7.189 -7.189 -7.189 -7.189 -7.189 -7.189 -7.189 -7.189 -7.189
-8.419 -8.419 -8.419 -8.419 -8.419 -8.419 -8.419 -8.419 -8.419 -8.419
-8.369 -8.369 -8.369 -8.369 -8.369 -8.369 -8.369 -8.369 -8.369 -8.369
-7.564 -7.564 -7.564 -7.564 -7.564 -7.564 -7.564 -7.564 -7.564 -7.564
-8.063 -8.063 -8.063 -8.063 -8.063 -8.063 -8.063 -8.063 -8.063 -8.063
-8.042 -8.042 -8.042 -8.042 -8.042 -8.042 -8.042 -8.042 -8.042 -8.042
-7.248 -7.248 -7.248 -7.248 -7.248 -7.248 -7.248 -7.248 -7.248 -7.248
-7.421 -7.421 -7.421 -7.421 -7.421 -7.421 -7.421 -7.421 -7.421 -7.421
-7.415 -7.415 -7.415 -7.415 -7.415 -7.415 -7.415 -7.415 -7.415 -7.415
-7.741 -7.741 -7.741 -7.741 -7.741 -7.741 -7.741 -7.741 -7.741 -7.741
-7.418 -7.418 -7.418 -7.418 -7.418 -7.418 -7.418 -7.418 -7.418 -7.418
-6.739 -6.739 -6.739 -6.739 -6.739 -6.739 -6.739 -6.739 -6.739 -6.739
-7.999 -7.999 -7.999 -7.999 -7.999 -7.999 -7.999 -7.999 -7.999 -7.999
-7.988 -7.988 -7.988 -7.988 -7.988 -7.988 -7.988 -7.988 -7.988 -7.988
-7.804 -7.804 -7.804 -7.804 -7.804 -7.804 -7.804 -7.804 -7.804 -7.804
-8.352 -8.352 -8.352 -8.352 -8.352 -8.352 -8.352 -8.352 -8.352 -8.352
-7.444 -7.444 -7.444 -7.444 -7.444 -7.444 -7.444 -7.444 -7.444 -7.444
-7.611 -7.611 -7.611 -7.611 -7.611 -7.611 -7.611 -7.611 -7.611 -7.611
-8.699 -8.699 -8.699 -8.699 -8.699 -8.699 -8.699 -8.699 -8.699 -8.699
-9.509 -9.509 -9.509 -9.509 -9.509 -9.509 -9.509 -9.509 -9.509 -9.509
-9.44 -9.44 -9.44 -9.44 -9.44 -9.44 -9.44 -9.44 -9.44 -9.44
-10.04 -10.04 -10.04 -10.04 -10.04 -10.04 -10.04 -10.04 -10.04 -10.04
-9.31 -9.31 -9.31 -9.31 -9.31 -9.31 -9.31 -9.31 -9.31 -9.31
-8.69 -8.69 -8.69 -8.69 -8.69 -8.69 -8.69 -8.69 -8.69 -8.69
-8.501 -8.501 -8.501 -8.501 -8.501 -8.501 -8.501 -8.501 -8.501 -8.501
-9.25 -9.25 -9.25 -9.25 -9.25 -9.25 -9.25 -9.25 -9.25 -9.25
-8.944 -8.944 -8.944 -8.944 -8.944 -8.944 -8.944 -8.944 -8.944 -8.944
-8.963 -8.963 -8.963 -8.963 -8.963 -8.963 -8.963 -8.963 -8.963 -8.963
-8.09 -8.09 -8.09 -8.09 -8.09 -8.09 -8.09 -8.09 -8.09 -8.09
-8.085 -8.085 -8.085 -8.085 -8.085 -8.085 -8.085 -8.085 -8.085 -8.085
-7.682 -7.682 -7.682 -7.682 -7.682 -7.682 -7.682 -7.682 -7.682 -7.682
-8.306 -8.306 -8.306 -8.306 -8.306 -8.306 -8.306 -8.306 -8.306 -8.306
-8.168 -8.168 -8.168 -8.168 -8.168 -8.168 -8.168 -8.168 -8.168 -8.168
-7.883 -7.883 -7.883 -7.883 -7.883 -7.883 -7.883 -7.883 -7.883 -7.883
-8.039 -8.039 -8.039 -8.039 -8.039 -8.039 -8.039 -8.039 -8.039 -8.039
-7.816 -7.816 -7.816 -7.816 -7.816 -7.816 -7.816 -7.816 -7.816 -7.816
-7.821 -7.821 -7.821 -7.821 -7.821 -7.821 -7.821 -7.821 -7.821 -7.821
-7.695 -7.695 -7.695 -7.695 -7.695 -7.695 -7.695 -7.695 -7.695 -7.695
-8.081 -8.081 -8.081 -8.081 -8.081 -8.081 -8.081 -8.081 -8.081 -8.081
-7.579 -7.579 -7.579 -7.579 -7.579 -7.579 -7.579 -7.579 -7.579 -7.579
-8.281 -8.281 -8.281 -8.281 -8.281 -8.281 -8.281 -8.281 -8.281 -8.281
-8.349 -8.349 -8.349 -8.349 -8.349 -8.349 -8.349 -8.349 -8.349 -8.349
-7.226 -7.226 -7.226 -7.226 -7.226 -7.226 -7.226 -7.226 -7.226 -7.226
-7.824 -7.824 -7.824 -7.824 -7.824 -7.824 -7.824 -7.824 -7.824 -7.824
-7.315 -7.315 -7.315 -7.315 -7.315 -7.315 -7.315 -7.315 -7.315 -7.315
-7.462 -7.462 -7.462 -7.462 -7.462 -7.462 -7.462 -7.462 -7.462 -7.462
-7.659 -7.659 -7.659 -7.659 -7.659 -7.659 -7.659 -7.659 -7.659 -7.659
-7.543 -7.543 -7.543 -7.543 -7.543 -7.543 -7.543 -7.543 -7.543 -7.543
-8.808 -8.808 -8.808 -8.808 -8.808 -8.808 -8.808 -8.808 -8.808 -8.808
-8.255 -8.255 -8.255 -8.255 -8.255 -8.255 -8.255 -8.255 -8.255 -8.255
-9.135 -9.135 -9.135 -9.135 -9.135 -9.135 -9.135 -9.135 -9.135 -9.135
-9.21 -9.21 -9.21 -9.21 -9.21 -9.21 -9.21 -9.21 -9.21 -9.21
-8.53 -8.53 -8.53 -8.53 -8.53 -8.53 -8.53 -8.53 -8.53 -8.53
-8.438 -8.438 -8.438 -8.438 -8.438 -8.438 -8.438 -8.438 -8.438 -8.438
-9.676 -9.676 -9.676 -9.676 -9.676 -9.676 -9.676 -9.676 -9.676 -9.676
-8.862 -8.862 -8.862 -8.862 -8.862 -8.862 -8.862 -8.862 -8.862 -8.862
-9.677 -9.677 -9.677 -9.677 -9.677 -9.677 -9.677 -9.677 -9.677 -9.677
-9.891 -9.891 -9.891 -9.891 -9.891 -9.891 -9.891 -9.891 -9.891 -9.891
-9.719 -9.719 -9.719 -9.719 -9.719 -9.719 -9.719 -9.719 -9.719 -9.719
-9.343 -9.343 -9.343 -9.343 -9.343 -9.343 -9.343 -9.343 -9.343 -9.343
-9.586 -9.586 -9.586 -9.586 -9.586 -9.586 -9.586 -9.586 -9.586 -9.586
-9.315 -9.315 -9.315 -9.315 -9.315 -9.315 -9.315 -9.315 -9.315 -9.315
-8.197 -8.197 -8.197 -8.197 -8.197 -8.197 -8.197 -8.197 -8.197 -8.197
-8.281 -8.281 -8.281 -8.281 -8.281 -8.281 -8.281 -8.281 -8.281 -8.281
-8.414 -8.414 -8.414 -8.414 -8.414 -8.414 -8.414 -8.414 -8.414 -8.414
-8.333 -8.333 -8.333 -8.333 -8.333 -8.333 -8.333 -8.333 -8.333 -8.333
-8.036 -8.036 -8.036 -8.036 -8.036 -8.036 -8.036 -8.036 -8.036 -8.036
-7.491 -7.491 -7.491 -7.491 -7.491 -7.491 -7.491 -7.491 -7.491 -7.491
-7.098 -7.098 -7.098 -7.098 -7.098 -7.098 -7.098 -7.098 -7.098 -7.098
-7.481 -7.481 -7.481 -7.481 -7.481 -7.481 -7.481 -7.481 -7.481 -7.481
-6.832 -6.832 -6.832 -6.832 -6.832 -6.832 -6.832 -6.832 -6.832 -6.832
-7.194 -7.194 -7.194 -7.194 -7.194 -7.194 -7.194 -7.194 -7.194 -7.194
-7.106 -7.106 -7.106 -7.106 -7.106 -7.106 -7.106 -7.106 -7.106 -7.106
-6.224 -6.224 -6.224 -6.224 -6.224 -6.224 -6.224 -6.224 -6.224 -6.224
-7.177 -7.177 -7.177 -7.177 -7.177 -7.177 -7.177 -7.177 -7.177 -7.177
-5.859 -5.859 -5.859 -5.859 -5.859 -5.859 -5.859 -5.859 -5.859 -5.859
-6.952 -6.952 -6.952 -6.952 -6.952 -6.952 -6.952 -6.952 -6.952 -6.952
-6.913 -6.913 -6.913 -6.913 -6.913 -6.913 -6.913 -6.913 -6.913 -6.913
-6.309 -6.309 -6.309 -6.309 -6.309 -6.309 -6.309 -6.309 -6.309 -6.309
-7.152 -7.152 -7.152 -7.152 -7.152 -7.152 -7.152 -7.152 -7.152 -7.152
-6.56 -6.56 -6.56 -6.56 -6.56 -6.56 -6.56 -6.56 -6.56 -6.56
-7.015 -7.015 -7.015 -7.015 -7.015 -7.015 -7.015 -7.015 -7.015 -7.015
-6.654 -6.654 -6.654 -6.654 -6.654 -6.654 -6.654 -6.654 -6.654 -6.654
-7.845 -7.845 -7.845 -7.845 -7.845 -7.845 -7.845 -7.845 -7.845 -7.845
-7.628 -7.628 -7.628 -7.628 -7.628 -7.628 -7.628 -7.628 -7.628 -7.628
-7.538 -7.538 -7.538 -7.538 -7.538 -7.538 -7.538 -7.538 -7.538 -7.538
-7.977 -7.977 -7.977 -7.977 -7.977 -7.977 -7.977 -7.977 -7.977 -7.977
-7.594 -7.594 -7.594 -7.594 -7.594 -7.594 -7.594 -7.594 -7.594 -7.594
-7.107 -7.107 -7.107 -7.107 -7.107 -7.107 -7.107 -7.107 -7.107 -7.107
-7.416 -7.416 -7.416 -7.416 -7.416 -7.416 -7.416 -7.416 -7.416 -7.416
-7.714 -7.714 -7.714 -7.714 -7.714 -7.714 -7.714 -7.714 -7.714 -7.714
-7.95 -7.95 -7.95 -7.95 -7.95 -7.95 -7.95 -7.95 -7.95 -7.95
-7.948 -7.948 -7.948 -7.948 -7.948 -7.948 -7.948 -7.948 -7.948 -7.948
-7.439 -7.439 -7.439 -7.439 -7.439 -7.439 -7.439 -7.439 -7.439 -7.439
-7.48 -7.48 -7.48 -7.48 -7.48 -7.48 -7.48 -7.48 -7.48 -7.48
-7.969 -7.969 -7.969 -7.969 -7.969 -7.969 -7.969 -7.969 -7.969 -7.969
-8.593 -8.593 -8.593 -8.593 -8.593 -8.593 -8.593 -8.593 -8.593 -8.593
-9.513 -9.513 -9.513 -9.513 -9.513 -9.513 -9.513 -9.513 -9.513 -9.513
-8.577 -8.577 -8.577 -8.577 -8.577 -8.577 -8.577 -8.577 -8.577 -8.577
-9.492 -9.492 -9.492 -9.492 -9.492 -9.492 -9.492 -9.492 -9.492 -9.492
-9.557 -9.557 -9.557 -9.557 -9.557 -9.557 -9.557 -9.557 -9.557 -9.557
-9.973 -9.973 -9.973 -9.973 -9.973 -9.973 -9.973 -9.973 -9.973 -9.973
-9.776 -9.776 -9.776 -9.776 -9.776 -9.776 -9.776 -9.776 -9.776 -9.776
-8.676 -8.676 -8.676 -8.676 -8.676 -8.676 -8.676 -8.676 -8.676 -8.676
-9.256 -9.256 -9.256 -9.256 -9.256 -9.256 -9.256 -9.256 -9.256 -9.256
-9.715 -9.715 -9.715 -9.715 -9.715 -9.715 -9.715 -9.715 -9.715 -9.715
-9.044 -9.044 -9.044 -9.044 -9.044 -9.044 -9.044 -9.044 -9.044 -9.044
-8.834 -8.834 -8.834 -8.834 -8.834 -8.834 -8.834 -8.834 -8.834 -8.834
-8.955 -8.955 -8.955 -8.955 -8.955 -8.955 -8.955 -8.955 -8.955 -8.955
-9.019 -9.019 -9.019 -9.019 -9.019 -9.019 -9.019 -9.019 -9.019 -9.019
-8.631 -8.631 -8.631 -8.631 -8.631 -8.631 -8.631 -8.631 -8.631 -8.631
-8.889 -8.889 -8.889 -8.889 -8.889 -8.889 -8.889 -8.889 -8.889 -8.889
-8.104 -8.104 -8.104 -8.104 -8.104 -8.104 -8.104 -8.104 -8.104 -8.104
-7.644 -7.644 -7.644 -7.644 -7.644 -7.644 -7.644 -7.644 -7.644 -7.644
-7.318 -7.318 -7.318 -7.318 -7.318 -7.318 -7.318 -7.318 -7.318 -7.318
-8.36 -8.36 -8.36 -8.36 -8.36 -8.36 -8.36 -8.36 -8.36 -8.36
-7.849 -7.849 -7.849 -7.849 -7.849 -7.849 -7.849 -7.849 -7.849 -7.849
-7.377 -7.377 -7.377 -7.377 -7.377 -7.377 -7.377 -7.377 -7.377 -7.377
-6.683 -6.683 -6.683 -6.683 -6.683 -6.683 -6.683 -6.683 -6.683 -6.683
-7.841 -7.841 -7.841 -7.841 -7.841 -7.841 -7.841 -7.841 -7.841 -7.841
-7.675 -7.675 -7.675 -7.675 -7.675 -7.675 -7.675 -7.675 -7.675 -7.675
-5.928 -5.928 -5.928 -5.928 -5.928 -5.928 -5.928 -5.928 -5.928 -5.928
-5.957 -5.957 -5.957 -5.957 -5.957 -5.957 -5.957 -5.957 -5.957 -5.957
-6.271 -6.271 -6.271 -6.271 -6.271 -6.271 -6.271 -6.271 -6.271 -6.271
-7.161 -7.161 -7.161 -7.161 -7.161 -7.161 -7.161 -7.161 -7.161 -7.161
-6.873 -6.873 -6.873 -6.873 -6.873 -6.873 -6.873 -6.873 -6.873 -6.873
-7.612 -7.612 -7.612 -7.612 -7.612 -7.612 -7.612 -7.612 -7.612 -7.612
-7.705 -7.705 -7.705 -7.705 -7.705 -7.705 -7.705 -7.705 -7.705 -7.705
-7.674 -7.674 -7.674 -7.674 -7.674 -7.674 -7.674 -7.674 -7.674 -7.674
-8.654 -8.654 -8.654 -8.654 -8.654 -8.654 -8.654 -8.654 -8.654 -8.654
-7.89 -7.89 -7.89 -7.89 -7.89 -7.89 -7.89 -7.89 -7.89 -7.89
-8.578 -8.578 -8.578 -8.578 -8.578 -8.578 -8.578 -8.578 -8.578 -8.578
-7.752 -7.752 -7.752 -7.752 -7.752 -7.752 -7.752 -7.752 -7.752 -7.752
-7.848 -7.848 -7.848 -7.848 -7.848 -7.848 -7.848 -7.848 -7.848 -7.848
-9.033 -9.033 -9.033 -9.033 -9.033 -9.033 -9.033 -9.033 -9.033 -9.033
-9.684 -9.684 -9.684 -9.684 -9.684 -9.684 -9.684 -9.684 -9.684 -9.684
-9.264 -9.264 -9.264 -9.264 -9.264 -9.264 -9.264 -9.264 -9.264 -9.264
-8.568 -8.568 -8.568 -8.568 -8.568 -8.568 -8.568 -8.568 -8.568 -8.568
-8.214 -8.214 -8.214 -8.214 -8.214 -8.214 -8.214 -8.214 -8.214 -8.214
-8.339 -8.339 -8.339 -8.339 -8.339 -8.339 -8.339 -8.339 -8.339 -8.339
-8.203 -8.203 -8.203 -8.203 -8.203 -8.203 -8.203 -8.203 -8.203 -8.203
-8.18 -8.18 -8.18 -8.18 -8.18 -8.18 -8.18 -8.18 -8.18 -8.18
-7.869 -7.869 -7.869 -7.869 -7.869 -7.869 -7.869 -7.869 -7.869 -7.869
-8.647 -8.647 -8.647 -8.647 -8.647 -8.647 -8.647 -8.647 -8.647 -8.647
-7.339 -7.339 -7.339 -7.339 -7.339 -7.339 -7.339 -7.339 -7.339 -7.339
-8.334 -8.334 -8.334 -8.334 -8.334 -8.334 -8.334 -8.334 -8.334 -8.334
-7.211 -7.211 -7.211 -7.211 -7.211 -7.211 -7.211 -7.211 -7.211 -7.211
-6.949 -6.949 -6.949 -6.949 -6.949 -6.949 -6.949 -6.949 -6.949 -6.949
-7.244 -7.244 -7.244 -7.244 -7.244 -7.244 -7.244 -7.244 -7.244 -7.244
-7.659 -7.659 -7.659 -7.659 -7.659 -7.659 -7.659 -7.659 -7.659 -7.659
-7.859 -7.859 -7.859 -7.859 -7.859 -7.859 -7.859 -7.859 -7.859 -7.859
-6.889 -6.889 -6.889 -6.889 -6.889 -6.889 -6.889 -6.889 -6.889 -6.889
-6.678 -6.678 -6.678 -6.678 -6.678 -6.678 -6.678 -6.678 -6.678 -6.678
-7.248 -7.248 -7.248 -7.248 -7.248 -7.248 -7.248 -7.248 -7.248 -7.248
-6.343 -6.343 -6.343 -6.343 -6.343 -6.343 -6.343 -6.343 -6.343 -6.343
-6.324 -6.324 -6.324 -6.324 -6.324 -6.324 -6.324 -6.324 -6.324 -6.324
-6.674 -6.674 -6.674 -6.674 -6.674 -6.674 -6.674 -6.674 -6.674 -6.674
-5.07 -5.07 -5.07 -5.07 -5.07 -5.07 -5.07 -5.07 -5.07 -5.07
-4.781 -4.781 -4.781 -4.781 -4.781 -4.781 -4.781 -4.781 -4.781 -4.781
-4.652 -4.652 -4.652 -4.652 -4.652 -4.652 -4.652 -4.652 -4.652 -4.652
-5.631 -5.631 -5.631 -5.631 -5.631 -5.631 -5.631 -5.631 -5.631 -5.631
-5.119 -5.119 -5.119 -5.119 -5.119 -5.119 -5.119 -5.119 -5.119 -5.119
-5.534 -5.534 -5.534 -5.534 -5.534 -5.534 -5.534 -5.534 -5.534 -5.534
-5.381 -5.381 -5.381 -5.381 -5.381 -5.381 -5.381 -5.381 -5.381 -5.381
-5.185 -5.185 -5.185 -5.185 -5.185 -5.185 -5.185 -5.185 -5.185 -5.185
-4.82 -4.82 -4.82 -4.82 -4.82 -4.82 -4.82 -4.82 -4.82 -4.82
